#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
10139.6;0;115;1;1;0/10139.6;0/7215.66;0/10139.6;0/10139.6;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/115;0/0;0/298
10199.91;0;116;1;1;0/10199.91;0/7264.43;0/10199.91;0/10199.91;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/116;0/0;0/300
10259.63;0;116;1;1;0/10259.63;0/7306.04;0/10259.63;0/10259.63;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/116;0/0;0/301
10319.97;0;117;1;1;0/10319.97;0/7356.47;0/10319.97;0/10319.97;0/17;0/19;0/17;0/22;0/0;0/1;0/0;0/117;0/0;0/302
10379.73;0;118;1;1;0/10379.73;0/7399.42;0/10379.73;0/10379.73;0/17;0/19;0/17;0/22;0/0;0/1;0/0;0/118;0/0;0/304
10439.74;0;118;1;1;0/10439.74;0/7417.16;0/10439.74;0/10439.74;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/118;0/0;0/308
10499.61;0;119;1;1;0/10499.61;0/7468.8;0/10499.61;0/10499.61;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/119;0/0;0/309
10559.98;0;119;1;1;0/10559.98;0/7527.68;0/10559.98;0/10559.98;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/119;0/0;0/309
10619.59;0;120;1;1;0/10619.59;0/7577.38;0/10619.59;0/10619.59;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/120;0/0;0/310
10679.74;0;121;1;1;0/10679.74;0/7609.04;0/10679.74;0/10679.74;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/121;0/0;0/313
10739.8;0;121;1;1;0/10739.8;0/7658.24;0/10739.8;0/10739.8;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/121;0/0;0/314
10799.64;0;122;1;1;0/10799.64;0/7698.46;0/10799.64;0/10799.64;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/122;0/0;0/316
10859.98;0;123;1;1;0/10859.98;0/7748.83;0/10859.98;0/10859.98;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/123;0/0;0/317
10919.93;0;123;1;1;0/10919.93;0/7808.77;0/10919.93;0/10919.93;0/17;0/17;0/17;0/20;0/0;0/1;0/0;0/123;0/0;0/317
10979.6;0;124;1;1;0/10979.6;0/7829.69;0/10979.6;0/10979.6;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/124;0/0;0/322
11039.97;0;124;1;1;0/11039.97;0/7841.1;0/11039.97;0/11039.97;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/124;0/0;0/326
11099.89;0;125;1;1;0/11099.89;0/7897.97;0/11099.89;0/11099.89;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/125;0/0;0/327
11159.84;0;125;1;1;0/11159.84;0/7931.68;0/11159.84;0/11159.84;0/17;0/15;0/17;0/18;0/0;0/1;0/0;0/125;0/0;0/329
11219.88;0;126;1;1;0/11219.88;0/7967.46;0/11219.88;0/11219.88;0/17;0/15;0/17;0/17;0/0;0/1;0/0;0/126;0/0;0/332
11279.71;0;126;1;1;0/11279.71;0/7982.75;0/11279.71;0/11279.71;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/126;0/0;0/336
11339.94;0;127;1;1;0/11339.94;0/8020.55;0/11339.94;0/11339.94;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/127;0/0;0/339
11399.61;0;127;1;1;0/11399.61;0/8073.51;0/11399.61;0/11399.61;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/127;0/0;0/339
11459.86;0;128;1;1;0/11459.86;0/8113.97;0/11459.86;0/11459.86;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/128;0/0;0/341
11519.78;0;129;1;1;0/11519.78;0/8154.44;0/11519.78;0/11519.78;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/129;0/0;0/343
11579.78;0;130;1;1;0/11579.78;0/8204.53;0/11579.78;0/11579.78;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/130;0/0;0/344
11639.58;0;131;1;1;0/11639.58;0/8253.8;0/11639.58;0/11639.58;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/131;0/0;0/346
11699.69;0;131;1;1;0/11699.69;0/8304.83;0/11699.69;0/11699.69;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/131;0/0;0/346
11759.83;0;132;1;1;0/11759.83;0/8355.06;0/11759.83;0/11759.83;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/132;0/0;0/347
11819.98;0;133;1;1;0/11819.98;0/8395.59;0/11819.98;0/11819.98;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/133;0/0;0/349
11879.76;0;134;1;1;0/11879.76;0/8454.53;0/11879.76;0/11879.76;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/134;0/0;0/350
11939.75;0;134;1;1;0/11939.75;0/8505.44;0/11939.75;0/11939.75;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/134;0/0;0/350
11999.8;0;135;1;1;0/11999.8;0/8555.57;0/11999.8;0/11999.8;0/17;0/24;0/17;0/26;0/0;0/1;0/0;0/135;0/0;0/351
12059.63;0;136;1;1;0/12059.63;0/8595.79;0/12059.63;0/12059.63;0/17;0/26;0/17;0/26;0/0;0/1;0/0;0/136;0/0;0/353
12119.71;0;137;1;1;0/12119.71;0/8652.2;0/12119.71;0/12119.71;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/137;0/0;0/354
12179.88;0;138;1;1;0/12179.88;0/8700.51;0/12179.88;0/12179.88;0/17;0/27;0/17;0/28;0/0;0/1;0/0;0/138;0/0;0/355
12239.79;0;138;1;1;0/12239.79;0/8746.58;0/12239.79;0/12239.79;0/17;0/25;0/17;0/27;0/0;0/1;0/0;0/138;0/0;0/356
12299.77;0;139;1;1;0/12299.77;0/8777.21;0/12299.77;0/12299.77;0/17;0/26;0/17;0/26;0/0;0/1;0/0;0/139;0/0;0/359
12359.94;0;140;1;1;0/12359.94;0/8834.34;0/12359.94;0/12359.94;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/140;0/0;0/360
12419.73;0;140;1;1;0/12419.73;0/8887.42;0/12419.73;0/12419.73;0/17;0/26;0/17;0/27;0/0;0/1;0/0;0/140;0/0;0/360
12479.95;0;142;1;1;0/12479.95;0/8936.05;0/12479.95;0/12479.95;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/142;0/0;0/362
12539.89;0;142;1;1;0/12539.89;0/8987.75;0/12539.89;0/12539.89;0/17;0/24;0/17;0/25;0/0;0/1;0/0;0/142;0/0;0/362
12599.7;0;143;1;1;0/12599.7;0/9037.64;0/12599.7;0/12599.7;0/17;0/25;0/17;0/26;0/0;0/1;0/0;0/143;0/0;0/363
12659.76;0;144;1;1;0/12659.76;0/9088.06;0/12659.76;0/12659.76;0/17;0/24;0/17;0/25;0/0;0/1;0/0;0/144;0/0;0/364
12719.9;0;145;1;1;0/12719.9;0/9138.28;0/12719.9;0/12719.9;0/17;0/26;0/17;0/26;0/0;0/1;0/0;0/145;0/0;0/365
12779.75;0;146;1;1;0/12779.75;0/9192;0/12779.75;0/12779.75;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/146;0/0;0/366
12839.64;0;147;1;1;0/12839.64;0/9239.28;0/12839.64;0/12839.64;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/147;0/0;0/367
12899.68;0;148;1;1;0/12899.68;0/9288.63;0/12899.68;0/12899.68;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/148;0/0;0/368
12959.7;0;149;1;1;0/12959.7;0/9344.98;0/12959.7;0/12959.7;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/149;0/0;0/369
13019.8;0;149;1;1;0/13019.8;0/9398.98;0/13019.8;0/13019.8;0/17;0/24;0/17;0/26;0/0;0/1;0/0;0/149;0/0;0/369
13079.76;0;150;1;1;0/13079.76;0/9439.51;0/13079.76;0/13079.76;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/150;0/0;0/371
13139.79;0;151;1;1;0/13139.79;0/9489.57;0/13139.79;0/13139.79;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/151;0/0;0/372
13199.61;0;152;1;1;0/13199.61;0/9539.47;0/13199.61;0/13199.61;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/152;0/0;0/373
13259.84;0;153;1;1;0/13259.84;0/9591.47;0/13259.84;0/13259.84;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/153;0/0;0/374
13319.88;0;153;1;1;0/13319.88;0/9649.75;0/13319.88;0/13319.88;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/153;0/0;0/374
13379.9;0;154;1;1;0/13379.9;0/9690.23;0/13379.9;0/13379.9;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/154;0/0;0/376
13439.92;0;155;1;1;0/13439.92;0/9740.34;0/13439.92;0/13439.92;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/155;0/0;0/377
13499.96;0;156;1;1;0/13499.96;0/9790.76;0/13499.96;0/13499.96;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/156;0/0;0/378
13559.7;0;157;1;1;0/13559.7;0/9840.59;0/13559.7;0/13559.7;0/17;0/23;0/17;0/25;0/0;0/1;0/0;0/157;0/0;0/379
13619.84;0;158;1;1;0/13619.84;0/9880.93;0/13619.84;0/13619.84;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/158;0/0;0/381
13679.97;0;159;1;1;0/13679.97;0/9919.16;0/13679.97;0/13679.97;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/159;0/0;0/384
13739.85;0;160;1;1;0/13739.85;0/9967.46;0/13739.85;0/13739.85;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/160;0/0;0/385
13799.61;0;160;1;1;0/13799.61;0/10021.68;0/13799.61;0/13799.61;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/160;0/0;0/385
13859.85;0;161;1;1;0/13859.85;0/10072.01;0/13859.85;0/13859.85;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/161;0/0;0/386
13919.9;0;162;1;1;0/13919.9;0/10122.41;0/13919.9;0/13919.9;0/17;0/19;0/17;0/23;0/0;0/1;0/0;0/162;0/0;0/387
13979.81;0;163;1;1;0/13979.81;0/10156.71;0/13979.81;0/13979.81;0/17;0/19;0/17;0/22;0/0;0/1;0/0;0/163;0/0;0/390
14039.63;0;163;1;1;0/14039.63;0/10163.42;0/14039.63;0/14039.63;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/163;0/0;0/395
14099.66;0;164;1;1;0/14099.66;0/10217.31;0/14099.66;0/14099.66;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/164;0/0;0/396
14159.7;0;164;1;1;0/14159.7;0/10273.72;0/14159.7;0/14159.7;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/164;0/0;0/396
14219.84;0;165;1;1;0/14219.84;0/10314.33;0/14219.84;0/14219.84;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/165;0/0;0/398
14279.92;0;166;1;1;0/14279.92;0/10364.5;0/14279.92;0/14279.92;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/166;0/0;0/399
14339.93;0;167;1;1;0/14339.93;0/10421.99;0/14339.93;0/14339.93;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/167;0/0;0/400
14399.93;0;167;1;1;0/14399.93;0/10425.25;0/14399.93;0/14399.93;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/167;0/0;0/405
14459.85;0;167;1;1;0/14459.85;0/10485.17;0/14459.85;0/14459.85;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/167;0/0;0/405
14519.61;0;168;1;1;0/14519.61;0/10535.01;0/14519.61;0/14519.61;0/17;0/19;0/17;0/22;0/0;0/1;0/0;0/168;0/0;0/406
14579.83;0;169;1;1;0/14579.83;0/10565.58;0/14579.83;0/14579.83;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/169;0/0;0/409
14639.77;0;169;1;1;0/14639.77;0/10625.51;0/14639.77;0/14639.77;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/169;0/0;0/409
14699.89;0;170;1;1;0/14699.89;0/10646.16;0/14699.89;0/14699.89;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/170;0/0;0/413
14759.91;0;170;1;1;0/14759.91;0/10648.72;0/14759.91;0/14759.91;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/170;0/0;0/419
14819.8;0;170;1;1;0/14819.8;0/10686.61;0/14819.8;0/14819.8;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/170;0/0;0/421
14879.86;0;171;1;1;0/14879.86;0/10736.99;0/14879.86;0/14879.86;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/171;0/0;0/422
14939.85;0;172;1;1;0/14939.85;0/10791.27;0/14939.85;0/14939.85;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/172;0/0;0/423
14999.92;0;172;1;1;0/14999.92;0/10847.43;0/14999.92;0/14999.92;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/172;0/0;0/423
15059.89;0;173;1;1;0/15059.89;0/10887.79;0/15059.89;0/15059.89;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/173;0/0;0/425
15119.94;0;174;1;1;0/15119.94;0/10938.14;0/15119.94;0/15119.94;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/174;0/0;0/426
15179.74;0;175;1;1;0/15179.74;0/10988.15;0/15179.74;0/15179.74;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/175;0/0;0/427
15239.89;0;176;1;1;0/15239.89;0/11041.76;0/15239.89;0/15239.89;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/176;0/0;0/428
15299.61;0;176;1;1;0/15299.61;0/11098.03;0/15299.61;0/15299.61;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/176;0/0;0/428
15359.79;0;177;1;1;0/15359.79;0/11148.29;0/15359.79;0/15359.79;0/17;0/19;0/17;0/22;0/0;0/1;0/0;0/177;0/0;0/429
15419.67;0;178;1;1;0/15419.67;0/11186.7;0/15419.67;0/15419.67;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/178;0/0;0/432
15479.64;0;178;1;1;0/15479.64;0/11239.05;0/15479.64;0/15479.64;0/17;0/18;0/17;0/21;0/0;0/1;0/0;0/178;0/0;0/432
15539.99;0;179;1;1;0/15539.99;0/11258.24;0/15539.99;0/15539.99;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/179;0/0;0/437
15599.62;0;179;1;1;0/15599.62;0/11309.63;0/15599.62;0/15599.62;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/179;0/0;0/437
15659.72;0;180;1;1;0/15659.72;0/11359.82;0/15659.72;0/15659.72;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/180;0/0;0/438
15719.69;0;181;1;1;0/15719.69;0/11409.88;0/15719.69;0/15719.69;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/181;0/0;0/439
15779.88;0;182;1;1;0/15779.88;0/11460.15;0/15779.88;0/15779.88;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/182;0/0;0/440
15839.77;0;183;1;1;0/15839.77;0/11511.38;0/15839.77;0/15839.77;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/183;0/0;0/441
15899.92;0;184;1;1;0/15899.92;0/11567.38;0/15899.92;0/15899.92;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/184;0/0;0/442
15959.7;0;184;1;1;0/15959.7;0/11620.45;0/15959.7;0/15959.7;0/17;0/23;0/17;0/26;0/0;0/1;0/0;0/184;0/0;0/442
16019.66;0;185;1;1;0/16019.66;0/11651.29;0/16019.66;0/16019.66;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/185;0/0;0/445
16079.97;0;186;1;1;0/16079.97;0/11687.77;0/16079.97;0/16079.97;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/186;0/0;0/448
16139.72;0;186;1;1;0/16139.72;0/11702.22;0/16139.72;0/16139.72;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/186;0/0;0/452
16199.96;0;187;1;1;0/16199.96;0/11752.55;0/16199.96;0/16199.96;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/187;0/0;0/453
16259.98;0;188;1;1;0/16259.98;0/11802.65;0/16259.98;0/16259.98;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/188;0/0;0/454
16319.73;0;189;1;1;0/16319.73;0/11852.53;0/16319.73;0/16319.73;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/189;0/0;0/456
16379.63;0;189;1;1;0/16379.63;0/11892.65;0/16379.63;0/16379.63;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/189;0/0;0/457
16439.78;0;190;1;1;0/16439.78;0/11942.88;0/16439.78;0/16439.78;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/190;0/0;0/458
16499.88;0;191;1;1;0/16499.88;0/11993.16;0/16499.88;0/16499.88;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/191;0/0;0/459
16559.93;0;192;1;1;0/16559.93;0/12043.25;0/16559.93;0/16559.93;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/192;0/0;0/460
16619.77;0;193;1;1;0/16619.77;0/12103.09;0/16619.77;0/16619.77;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/193;0/0;0/461
16679.74;0;193;1;1;0/16679.74;0/12153.14;0/16679.74;0/16679.74;0/17;0/23;0/17;0/25;0/0;0/1;0/0;0/193;0/0;0/461
16739.92;0;194;1;1;0/16739.92;0/12193.78;0/16739.92;0/16739.92;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/194;0/0;0/463
16799.96;0;195;1;1;0/16799.96;0/12244.05;0/16799.96;0/16799.96;0/17;0/20;0/17;0/23;0/0;0/1;0/0;0/195;0/0;0/464
16859.93;0;196;1;1;0/16859.93;0/12269.62;0/16859.93;0/16859.93;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/196;0/0;0/468
16919.66;0;196;1;1;0/16919.66;0/12314.64;0/16919.66;0/16919.66;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/196;0/0;0/469
16979.74;0;197;1;1;0/16979.74;0/12364.81;0/16979.74;0/16979.74;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/197;0/0;0/470
17039.71;0;198;1;1;0/17039.71;0/12405.27;0/17039.71;0/17039.71;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/198;0/0;0/472
17099.69;0;199;1;1;0/17099.69;0/12455.34;0/17099.69;0/17099.69;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/199;0/0;0/473
17159.59;0;200;1;1;0/17159.59;0/12507.84;0/17159.59;0/17159.59;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/200;0/0;0/474
17219.85;0;201;1;1;0/17219.85;0/12560.99;0/17219.85;0/17219.85;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/201;0/0;0/475
17279.65;0;201;1;1;0/17279.65;0/12615.89;0/17279.65;0/17279.65;0/17;0/21;0/17;0/25;0/0;0/1;0/0;0/201;0/0;0/475
17339.84;0;202;1;1;0/17339.84;0/12636.56;0/17339.84;0/17339.84;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/202;0/0;0/479
17399.88;0;202;1;1;0/17399.88;0/12696.59;0/17399.88;0/17399.88;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/202;0/0;0/479
17459.61;0;203;1;1;0/17459.61;0/12736.7;0/17459.61;0/17459.61;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/203;0/0;0/481
17519.78;0;204;1;1;0/17519.78;0/12777.43;0/17519.78;0/17519.78;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/204;0/0;0/483
17579.78;0;204;1;1;0/17579.78;0/12837.43;0/17579.78;0/17579.78;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/204;0/0;0/483
17639.97;0;205;1;1;0/17639.97;0/12858.09;0/17639.97;0/17639.97;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/205;0/0;0/487
17699.69;0;206;1;1;0/17699.69;0/12907.91;0/17699.69;0/17699.69;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/206;0/0;0/488
17759.72;0;206;1;1;0/17759.72;0/12967.93;0/17759.72;0/17759.72;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/206;0/0;0/488
17819.82;0;207;1;1;0/17819.82;0/12998.73;0/17819.82;0/17819.82;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/207;0/0;0/491
17879.77;0;208;1;1;0/17879.77;0/13049;0/17879.77;0/17879.77;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/208;0/0;0/492
17939.6;0;209;1;1;0/17939.6;0/13105.16;0/17939.6;0/17939.6;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/209;0/0;0/493
17999.74;0;209;1;1;0/17999.74;0/13159.21;0/17999.74;0/17999.74;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/209;0/0;0/493
18059.6;0;210;1;1;0/18059.6;0/13209.44;0/18059.6;0/18059.6;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/210;0/0;0/494
18119.98;0;211;1;1;0/18119.98;0/13260.2;0/18119.98;0/18119.98;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/211;0/0;0/495
18179.61;0;212;1;1;0/18179.61;0/13309.87;0/18179.61;0/18179.61;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/212;0/0;0/496
18239.79;0;213;1;1;0/18239.79;0/13360.11;0/18239.79;0/18239.79;0/17;0/21;0/17;0/24;0/0;0/1;0/0;0/213;0/0;0/497
18299.71;0;214;1;1;0/18299.71;0/13390.57;0/18299.71;0/18299.71;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/214;0/0;0/500
18359.87;0;215;1;1;0/18359.87;0/13436.95;0/18359.87;0/18359.87;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/215;0/0;0/502
18419.76;0;215;1;1;0/18419.76;0/13452.25;0/18419.76;0/18419.76;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/215;0/0;0/506
18479.65;0;216;1;1;0/18479.65;0/13502.23;0/18479.65;0/18479.65;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/216;0/0;0/507
18539.61;0;216;1;1;0/18539.61;0/13562.18;0/18539.61;0/18539.61;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/216;0/0;0/507
18599.65;0;217;1;1;0/18599.65;0/13612.3;0/18599.65;0/18599.65;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/217;0/0;0/508
18659.82;0;218;1;1;0/18659.82;0/13662.51;0/18659.82;0/18659.82;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/218;0/0;0/509
18719.73;0;219;1;1;0/18719.73;0/13712.51;0/18719.73;0/18719.73;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/219;0/0;0/510
18779.89;0;220;1;1;0/18779.89;0/13769;0/18779.89;0/18779.89;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/220;0/0;0/511
18839.83;0;220;1;1;0/18839.83;0/13822.65;0/18839.83;0/18839.83;0/17;0/21;0/17;0/24;0/0;0/1;0/0;0/220;0/0;0/511
18899.83;0;221;1;1;0/18899.83;0/13852.94;0/18899.83;0/18899.83;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/221;0/0;0/514
18959.68;0;222;1;1;0/18959.68;0/13902.88;0/18959.68;0/18959.68;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/222;0/0;0/515
19019.68;0;223;1;1;0/19019.68;0/13952.77;0/19019.68;0/19019.68;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/223;0/0;0/517
19079.72;0;223;1;1;0/19079.72;0/13993.63;0/19079.72;0/19079.72;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/223;0/0;0/518
19139.8;0;224;1;1;0/19139.8;0/14043.79;0/19139.8;0/19139.8;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/224;0/0;0/519
19199.93;0;225;1;1;0/19199.93;0/14094;0/19199.93;0/19199.93;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/225;0/0;0/520
19259.6;0;226;1;1;0/19259.6;0/14113.36;0/19259.6;0/19259.6;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/226;0/0;0/525
19319.85;0;226;1;1;0/19319.85;0/14164.53;0/19319.85;0/19319.85;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/226;0/0;0/525
19379.6;0;227;1;1;0/19379.6;0/14214.46;0/19379.6;0/19379.6;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/227;0/0;0/526
19439.82;0;228;1;1;0/19439.82;0/14257.04;0/19439.82;0/19439.82;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/228;0/0;0/528
19499.74;0;228;1;1;0/19499.74;0/14304.88;0/19499.74;0/19499.74;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/228;0/0;0/529
19559.79;0;229;1;1;0/19559.79;0/14345.14;0/19559.79;0/19559.79;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/229;0/0;0/531
19619.69;0;230;1;1;0/19619.69;0/14395.05;0/19619.69;0/19619.69;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/230;0/0;0/532
19679.7;0;231;1;1;0/19679.7;0/14445.19;0/19679.7;0/19679.7;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/231;0/0;0/534
19739.6;0;231;1;1;0/19739.6;0/14495.16;0/19739.6;0/19739.6;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/231;0/0;0/534
19799.84;0;232;1;1;0/19799.84;0/14535.63;0/19799.84;0/19799.84;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/232;0/0;0/536
19859.77;0;233;1;1;0/19859.77;0/14575.89;0/19859.77;0/19859.77;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/233;0/0;0/538
19919.72;0;234;1;1;0/19919.72;0/14625.92;0/19919.72;0/19919.72;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/234;0/0;0/539
19979.76;0;235;1;1;0/19979.76;0/14676.04;0/19979.76;0/19979.76;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/235;0/0;0/540
20039.94;0;236;1;1;0/20039.94;0/14722.87;0/20039.94;0/20039.94;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/236;0/0;0/542
20099.7;0;237;1;1;0/20099.7;0/14769.78;0/20099.7;0/20099.7;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/237;0/0;0/543
20159.9;0;238;1;1;0/20159.9;0/14818.57;0/20159.9;0/20159.9;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/238;0/0;0/544
20219.74;0;239;1;1;0/20219.74;0/14866.75;0/20219.74;0/20219.74;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/239;0/0;0/545
